Depth (ft),Weight on bit (k-lbs),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),ROP (ft/hr)
6235.16,36.07,96.46,158.69,36.84,608.85,17.93
6236.17,34.05,98.48,153.69,37.19,614.88,14.9
6237.19,35.19,102.33,162.01,47,622.2,18.15
6238.2,34.72,102.8,167.34,39.29,621.12,15.63
6239.21,35.57,101.95,169.25,39.19,618.11,13.93
6240.22,35.57,101.95,171.88,39.08,614.88,15.15
6241.22,34.49,103.04,161.81,39.66,615.09,10.47
6242.23,35.05,102.47,171.42,38.99,611.43,11.8
6243.24,34.49,103.04,158.65,39.46,611.86,10.98
6244.25,34.53,102.99,164.98,36.74,612.08,13.92
6245.26,35.67,101.86,156.4,38.5,617.68,17.83
6246.27,35.76,101.76,169.06,30.69,618.11,20.66
6247.28,35.15,102.38,170.39,43.05,618.75,22.47
6248.3,35.95,101.58,159.41,41.21,618.54,27.15
6249.31,35.85,101.67,169.63,36.57,619.62,24.41
6250.31,35.81,101.72,163.38,43.5,621.98,21.12
6251.33,35.52,102,160.44,43.06,620.26,19.87
6252.35,36.56,100.96,159.68,41.82,617.89,20.82
6253.36,34.91,102.61,166.96,36.72,618.97,23.92
6254.39,35.81,101.72,159.15,38.12,619.83,21.53
6255.4,35.67,101.86,161.89,37.22,618.32,25.07
6256.41,35.71,101.81,164.94,39.19,616.82,21.13
6257.42,36.19,101.34,167,36.02,617.03,20.67
6258.43,35.9,101.62,166.5,35.75,617.03,21.14
6259.44,36.66,100.87,166.5,32.39,616.17,21.78
6260.45,35.71,101.81,167.08,36.95,614.23,24.25
6261.46,34.72,102.8,166.31,36.53,616.17,19.85
6262.47,35.81,101.72,158.04,37.86,616.82,24.9
6263.48,35.38,102.14,162.54,37.67,614.45,19.78
6264.5,34.63,102.9,159.41,37.92,614.23,23.18
6265.51,35.9,101.62,162.12,33.97,612.51,23.32
6266.52,36.14,101.39,170.51,41.35,614.88,25.6
6267.55,36,101.53,163.68,46.47,612.51,30.18
6268.56,35.34,102.19,167.57,46.56,612.72,32.83
6269.58,34.39,107.85,169.21,41.53,617.89,18.83
6270.58,35.57,106.67,175.77,40.34,619.4,15.8
6271.59,35.48,106.77,175.84,41.8,619.83,17.81
6272.6,34.96,107.29,176.95,42.01,620.26,17.24
6273.61,34.63,107.62,155.26,39.7,618.75,14.53
6274.62,34.63,107.62,172.26,39.84,618.32,13.82
6275.63,34.39,107.85,173.86,39.37,618.54,13.82
6276.64,35.15,107.1,173.21,39.78,616.38,15.34
6277.65,35.48,106.77,171.08,37.97,614.02,14.26
6278.66,35.05,107.19,168.75,37.44,617.46,14.96
6279.67,36,106.25,168.37,32.19,617.89,13.36
6280.68,35.86,106.39,171.19,37.91,617.89,14.37
6281.69,34.82,107.43,176.53,39.7,619.4,13.56
6282.7,35.43,106.81,167.19,48.2,618.97,15.14
6283.71,35.15,107.1,163.64,39.44,619.83,14.53
6284.72,35.19,107.05,159.53,41.5,619.62,17.31
6285.73,34.06,108.18,167.34,34.46,618.32,14.71
6286.74,34.2,108.04,170.35,36.84,619.83,16.38
6287.75,35.24,107,175.65,36.13,617.46,16.01
6288.76,34.39,107.85,177.94,41.7,617.46,13.61
6289.77,35.15,107.1,175.16,43.9,616.38,16.82
6290.78,35.48,106.77,180.95,41.73,618.32,14.95
6291.79,34.25,107.99,167.57,47.21,616.38,19.34
6292.8,35.34,106.91,182.48,49.91,617.89,20.31
6293.81,34.44,107.81,194.53,41.22,615.95,15.02
6294.82,35.19,107.05,190.41,41.19,616.38,13.88
6295.83,34.68,107.57,177.79,48.49,617.25,15.62
6296.84,34.63,107.62,173.44,40.11,616.6,16.82
6297.85,34.39,107.85,161.81,44.36,612.72,15.02
6298.86,35.15,107.1,161.81,38.24,611,15.62
6299.87,35.34,106.91,150,47.41,612.72,15.41
6300.88,34.82,109.69,161.78,37.39,615.31,15.02
6301.89,35.24,109.27,159.26,40.33,614.66,14.04
6302.9,34.96,109.55,160.06,40.13,614.23,11.57
6303.91,35.48,109.03,159.49,39.28,613.59,14.43
6304.92,35.01,109.5,151.14,39.73,615.52,12.02
6305.93,35.29,109.22,157.81,38.84,612.08,13.26
6306.94,35.57,108.94,166.16,37.25,614.88,12.36
6307.95,35.57,108.94,160.86,44.92,612.51,14.25
6308.96,35.15,109.36,169.21,40.42,610.35,11.99
6309.97,35.62,108.89,155.33,43.08,613.8,13.61
6310.98,35.76,108.75,174.93,40.02,614.02,12.75
6311.99,34.58,109.93,167.04,37.42,612.94,11.4
6313,35.1,109.41,156.44,39.7,611.65,12.98
6314.03,34.86,109.65,157.32,36.11,612.72,14.03
6315.04,35.1,109.41,159.91,37.27,614.66,14.43
6316.05,34.39,110.12,163.11,37.89,612.08,13.61
6317.05,34.58,109.93,170.01,35.34,614.23,14.36
6318.06,34.63,109.88,159.18,38.4,612.51,12.84
6319.07,35.62,108.89,164.22,41.97,612.72,14.19
6320.08,35.34,109.17,153.31,41.53,612.94,12.89
6321.09,34.58,109.93,147.75,45.68,612.51,14.14
6322.1,34.86,109.65,154,47.82,612.94,14.29
6323.11,35.24,109.27,160.86,41.12,614.45,13.77
6324.12,35.24,109.27,152.09,38.93,611.86,13.77
6325.13,35.05,109.46,156.36,40.43,610.57,14.95
6326.14,35.52,108.98,155.45,41.36,613.15,15.81
6327.15,34.82,109.69,160.71,41.95,612.29,12.53
6328.16,35.57,108.94,167.69,39.16,615.31,14.97
6329.17,35.01,109.5,162.73,45.88,614.23,14.26
6330.18,35.38,109.13,161.85,42.42,614.66,13.97
6331.19,35.29,109.22,161.89,44.05,613.8,14.15
6332.2,35.86,108.65,162.16,44.31,613.37,15.42
6333.22,35.32,118.19,187.36,53.31,592.05,12.44
6334.23,35.43,109.08,166.5,46.15,589.25,21.63
6335.25,36.04,108.47,176.38,47.84,591.62,14.21
6336.26,32.74,111.77,118.73,48.9,591.4,18.21
6337.27,34.68,109.83,126.82,44.07,587.31,15.74
6338.28,34.72,109.79,125.71,44.37,593.77,12.04
6339.29,33.92,110.59,118.89,41.65,592.05,12.89
6340.3,32.6,111.91,126.05,44.8,594.63,11.58
6341.31,33.78,110.73,125.79,46.47,593.56,14.04
6342.32,33.59,110.92,125.71,44.28,601.74,12.12
6343.33,33.78,110.73,119.57,47.21,589.25,12.41
6344.34,34.68,109.83,134.75,45.88,593.99,11.72
6345.35,33.97,110.54,124.03,43.88,593.13,11.53
6346.36,33.78,110.73,128.95,46.44,594.42,12.15
6347.37,34.06,110.45,129.29,48.48,592.91,12.7
6348.38,35.05,109.46,132.08,43.93,595.28,12.37
6349.39,34.44,110.07,121.9,44.66,596.57,12.49
6350.4,34.63,109.88,125.82,44.33,597.22,13.82
6351.41,35.05,109.46,127.2,44.14,598.29,12.57
6352.41,34.96,109.55,134.82,45.39,596.36,14.25
6353.43,34.86,109.65,132.19,44.58,601.09,12.72
6354.43,34.25,110.26,117.93,43.85,602.82,12.57
6355.44,34.49,110.02,118.85,41.12,598.94,14.2
6356.45,34.86,109.65,127.01,46.06,598.94,12.67
6357.46,34.01,110.49,129.14,43.15,597.86,13.2
6358.47,35.05,109.46,131.58,41.01,593.56,13.31
6359.48,34.86,109.65,122.58,47.98,597.86,13.87
6360.49,35.15,109.36,133.07,48.51,595.49,12.49
6361.5,34.86,109.65,130.21,42,621.55,13.27
6362.51,34.77,109.74,124.15,42.42,609.49,12.67
6363.52,34.68,109.83,125.41,42.96,601.96,11.29
6364.53,35.38,109.13,127.65,42.5,602.17,13.77
6365.54,35.24,109.27,123.73,47.46,602.17,13.37
6366.55,35.2,110.12,139.02,44.58,592.69,11.82
6367.58,35.49,109.83,135.62,45.15,594.85,12.15
6368.59,35.82,109.5,135.66,43.66,598.72,12.12
6369.6,35.11,110.21,132.76,45.71,604.76,11.46
6370.6,35.35,109.98,132.88,45.22,601.52,12.44
6371.61,35.11,110.21,137.03,44.1,601.96,10.78
6372.62,35.16,110.16,137.07,45.36,599.37,13.21
6373.63,35.11,110.21,142.98,43.23,598.94,11.26
6374.65,24.68,120.64,152.17,47.49,601.31,7.53
6375.68,35.58,109.74,138.18,43.9,595.06,23.26
6376.69,34.83,110.49,122.89,46.62,594.63,12.21
6377.7,34.78,110.54,136.46,44.14,593.77,10.3
6378.71,34.64,110.68,139.28,43.6,594.63,12.48
6379.72,34.78,110.54,131.09,44.81,596.14,13.02
6380.75,34.78,110.54,133.18,44.13,593.77,13.21
6381.76,34.64,110.68,147.25,58.19,597.43,13.12
6382.77,34.54,110.78,141.65,42.96,598.29,13.42
6383.78,34.78,110.54,140.24,45.37,598.08,16.83
6384.79,34.54,110.78,135.78,39.16,596.36,18.86
6385.8,34.87,110.45,137.76,42.82,597.22,21.14
6386.81,34.64,110.68,132.12,44.78,601.52,14.53
6387.82,35.2,110.12,136.31,47.76,601.09,17.56
6388.83,34.73,110.59,130.02,46.24,599.8,17.55
6389.84,35.72,109.6,147.94,40.8,597.22,14.61
6390.85,35.2,110.12,131.51,56.49,599.16,16.72
6391.86,35.53,109.79,141.11,36.21,594.85,14.31
6392.87,35.63,109.69,136.12,51.24,593.99,15.95
6393.88,34.97,110.35,126.43,45.03,597.86,14.13
6394.89,35.44,109.88,130.67,44.43,596.57,13.86
6395.9,34.78,110.54,133.34,46.15,599.16,12.12
6396.94,35.01,111.2,138.22,47.67,606.26,14.63
6397.95,36.1,110.12,140.35,45.1,612.94,13.58
6398.96,33.98,112.24,139.59,42.36,603.03,11.34
6399.97,35.86,110.35,148.2,43.98,602.17,14.1
6401,35.68,116.54,140.46,64.44,602.17,13.57
6402.01,34.17,112.05,140.08,39.81,598.51,16.64
6403.02,34.54,111.67,151.14,47.09,597.43,11.84
6404.03,34.07,112.15,138.6,43.81,598.08,12.41
6405.04,34.26,111.96,134.63,45.22,597.22,10.88
6406.05,34.97,111.25,136.16,44.42,599.37,11.93
6407.06,34.31,111.91,136.84,41.33,591.19,11.43
6408.07,34.78,111.44,132.88,44.1,593.77,12.94
6409.08,33.79,112.43,141.07,41.24,592.26,11.61
6410.09,34.5,111.72,147.59,39.08,590.76,13.63
6411.11,34.27,117.95,146.26,35.52,595.28,12.85
6412.16,34.19,109.03,146.45,42.27,593.56,14.13
6413.18,34.59,111.63,131.35,42.81,593.77,13.37
6414.19,34.26,111.96,135.09,43.19,591.19,11.69
6415.2,34.83,111.39,134.71,46.35,592.91,13.27
6416.21,34.73,111.49,135.51,48.86,592.91,12.53
6417.22,34.87,111.34,146.45,47.18,592.48,14.45
6418.23,33.79,112.43,140.92,45.88,593.99,11.76
6419.24,34.97,111.25,137.53,45.88,592.48,13.17
6420.25,34.64,111.58,138.71,47.02,596.36,11.73
6421.26,34.78,111.44,152.28,37.1,591.19,11.59
6422.27,33.6,112.62,152.44,40.9,590.76,12.04
6423.28,33.98,112.24,146.34,45.56,588.82,11.39
6424.29,34.5,111.72,150.76,47.81,592.05,13.63
6425.3,33.67,120.55,174.55,43.52,595.06,12.81
6426.32,32.94,113.28,143.63,45.54,595.28,14.57
6427.35,34.4,111.82,138.1,44.92,589.25,16.19
6428.37,35.72,110.49,140.24,45.24,605.81,15.27
6429.38,35.39,110.83,136.12,48.37,606.67,14.61
6430.39,34.97,111.25,136.69,51.78,612.06,13.93
6431.4,34.73,111.49,127.81,48.8,610.77,14.61
6432.41,35.25,110.97,129.37,45.16,612.71,12.38
6433.42,35.72,110.49,133.34,44.99,609.04,14.36
6434.43,35.01,111.2,135.09,43.57,610.55,15.8
6435.44,35.72,110.49,138.63,43.95,611.84,15.09
6436.45,35.06,111.16,139.97,50.16,607.53,10.18
6437.46,35.11,111.11,139.05,48.42,607.96,10.69
6438.47,35.35,110.87,133.37,44.49,604.3,13.61
6439.48,35.35,110.87,134.94,44.95,605.38,18.45
6440.49,34.97,111.25,144.66,47.53,606.24,11.28
6441.5,35.2,111.01,141.04,45.33,596.76,10.48
6442.5,34.68,111.53,137.64,44.89,601.07,11.28
6443.51,35.53,110.68,137,42.9,599.13,14.59
6444.52,34,120.22,159.22,41.21,602.79,11.29
6445.54,34.4,111.82,137.83,45.65,600.64,10.91
6446.55,35.68,110.54,131.7,45.5,598.05,14.48
6447.56,35.11,111.11,132.73,44.22,598.05,15.54
6448.57,35.35,110.87,124.07,46.18,596.97,17.95
6449.58,34.92,111.3,128.65,42.27,601.93,15.27
6450.59,34.97,111.25,135.58,42.5,616.37,14.25
6451.59,34.87,111.34,132.8,42.81,619.82,14.08
6452.6,35.39,110.83,126.78,36.71,618.74,16.75
6453.61,35.72,110.49,120.75,41.91,621.97,14.37
6454.62,34.92,111.3,120.07,40.93,621.33,15.14
6455.63,34.5,111.72,124.6,36.66,622.62,13.51
6456.64,34.07,112.15,141.84,41,605.59,10.66
6457.66,33.93,112.29,137.57,38.26,601.5,14.03
6458.67,36.57,109.65,134.36,41.47,600.85,12.41
6459.68,33.74,107.66,115.15,42.55,669.39,17.36
6460.69,36.34,105.07,122.51,37.35,620.68,17.07
6461.7,35.77,105.63,134.29,39.81,626.28,13.42
6462.71,36.29,105.12,123.42,38.67,626.5,16.24
6463.72,35.49,105.92,117.17,39.09,617.23,13.77
6464.73,35.44,105.96,120.98,43.34,616.59,15.7
6465.74,35.96,105.45,124.99,42.04,616.15,13.77
6466.75,35.3,106.11,111.18,40.14,613.57,14.25
6467.76,36.2,105.21,120.14,39.72,612.27,13.45
6468.77,35.82,105.59,122.58,41.1,610.98,13.42
6469.78,36.29,105.12,114.04,42.14,608.61,12.81
6470.79,35.16,106.25,119.8,40.31,611.41,9.49
6471.8,36.34,105.07,120.94,35.41,615.29,14.05
6472.81,35.87,105.54,125.94,37.97,619.39,12.94
6473.82,35.39,106.01,124.34,38.99,619.39,12.81
6474.83,35.25,106.15,117.51,38.97,619.39,13.16
6475.84,36.24,105.16,121.1,38.24,619.17,16.98
6476.85,36.53,104.88,125.18,42.73,620.47,13.82
6477.86,35.91,105.49,118.96,42.38,619.82,16.16
6478.87,36.1,105.3,117.17,41.71,618.96,14.37
6479.88,35.68,105.73,110.38,40.78,619.17,13.76
6480.89,34.88,106.53,117.13,39.22,619.39,15.74
6481.9,36.34,105.07,117.17,43.05,618.09,16.52
6482.91,35.21,106.2,114.5,39.43,618.53,17.92
6483.92,36.39,105.02,127.69,39.92,619.6,17.39
6484.93,35.06,106.34,120.64,38.61,622.4,16.61
6485.94,35.25,106.15,119.15,43.06,621.33,14.21
6486.95,35.91,105.49,118.96,39.57,618.96,17.92
6487.96,36.29,105.12,120.87,43.14,616.37,19.35
6488.97,35.77,105.63,126.97,42.35,616.8,18.17
6489.98,35.44,105.96,117.51,41.7,617.23,21.27
6490.99,35.77,105.63,127.24,46.18,621.54,16.91
6492,34.48,108.98,145.54,44.83,632.32,15.62
6493.01,35.66,107.81,137.68,43.11,628.44,12.94
6494.02,34.81,108.65,132.99,41.25,617.66,13.15
6495.03,35.89,107.57,143.71,45.8,616.8,12.33
6496.05,36.27,107.19,140.58,45.44,617.02,12.05
6497.07,35.94,107.52,133.11,43.28,611.84,12.07
6498.08,35.23,108.23,145.23,43.15,612.71,11.15
6499.09,35.28,108.18,133.49,40.89,615.08,11.08
6500.1,34.38,109.08,133.64,39.47,617.88,11.93
6501.11,35.71,107.76,138.25,38.46,615.72,14.71
6502.12,35.14,108.32,144.62,38.43,615.72,14.1
6503.15,35.52,107.95,135.51,38.2,617.23,12.82
6504.16,34.48,108.98,141.19,40.84,618.31,11.13
6505.17,35.71,107.76,135.58,39.95,618.31,12.63
6506.21,35.99,107.47,145.99,39.08,615.29,11.93
6507.22,34.71,108.75,145.65,38.94,612.92,14.91
6508.23,34.9,108.56,139.59,42.11,614.21,12.09
6509.24,34.53,108.94,140.58,44.75,614.21,13.28
6510.25,35.19,108.28,141,41.35,609.26,13.36
6511.26,34.67,108.8,134.75,44.22,612.71,11.08
6512.27,33.72,109.74,137.68,37.68,613.35,12.98
6513.28,34.86,108.61,136.61,39.9,615.08,16
6514.29,35.47,107.99,144.54,40.89,613.57,14.21
6515.3,34.67,108.8,143.06,40.78,611.63,12.5
6516.31,35.19,108.28,134.44,43.84,613.78,14.34
6517.32,34.43,109.03,135.89,39.75,613.14,12.36
6518.33,34.9,108.56,139.02,40.28,614.43,15.03
6519.35,34.57,108.89,137.87,40.4,613.57,14.75
6520.36,34.86,108.61,132.34,41.41,615.29,16.07
6521.37,34.71,108.75,139.02,41.85,614.43,15.76
6522.38,35,108.47,148.39,39.4,610.77,14.08
6523.4,37.55,109.41,152.97,44.87,601.52,24.81
6524.41,35.38,109.08,152.21,37.19,614.66,17.16
6525.42,36.14,108.32,151.83,38.68,617.25,15.21
6526.43,34.68,109.79,141.27,40.11,617.89,16.99
6527.44,36,108.47,136.88,40.84,613.8,16.52
6528.45,35.2,109.27,150.72,41.74,609.71,14.9
6529.46,35.43,109.03,148.2,39.98,610.79,14.05
6530.47,35.2,109.27,145.31,35.86,610.35,18.37
6531.49,35.48,108.98,153.43,42.52,615.74,24.48
6532.5,35.81,108.65,135.7,44.65,612.29,21.38
6533.51,35.29,109.17,146.64,40.89,616.38,17.73
6534.52,35.95,108.51,138.6,40.1,615.74,18.75
6535.53,35.48,108.98,130.82,40.75,615.74,13.93
6536.54,36.38,108.09,143.9,33.07,602.6,18.27
6537.57,36.66,107.81,158.19,28.36,601.52,32.55
6538.58,35.76,108.7,155.83,38.82,603.89,26.75
6539.59,34.77,109.69,161.47,37.41,607.12,27.13
6540.6,35.24,109.22,152.13,38.46,617.89,26.89
6541.61,35.15,109.32,157.47,40.02,606.91,21.52
6542.62,35.67,108.8,148.24,42.38,615.95,15.66
6543.63,36.14,108.32,144.43,42.29,616.17,16.91
6544.64,35.53,108.94,138.25,43.96,620.26,12.49
6545.65,35.34,109.13,141.42,38.08,619.62,14.48
6546.66,36.42,108.04,142.87,41.62,618.97,15.2
6547.67,35.67,108.8,137.07,41.92,618.97,14.66
6548.68,34.49,109.98,140.12,38.59,633.61,19.45
6549.69,36,108.47,135.85,43.5,640.29,16.68
6550.7,35.81,108.65,133.45,46.36,624.14,14.54
6551.71,36.66,107.81,141.49,45.27,608.63,18.09
6552.72,24.92,124.18,154.3,38.08,588.78,9.89
6553.73,24.96,119.08,140.24,38.84,598.26,6.89
6554.74,24.73,119.31,146.56,38.06,616.15,5.93
6555.75,34.33,109.71,141.23,41.48,621.76,13.27
6556.77,21.3,122.74,141.23,39.38,629.95,4.26
6557.78,26.07,117.96,133.41,40.69,618.09,11.3
6558.79,24.92,119.12,136.77,39.6,609.26,6.45
6559.8,25.38,118.66,134.9,41.73,617.23,6.92
6560.81,25.43,118.61,134.4,39.37,620.03,6.46
6561.82,30.29,113.74,141.38,39.25,615.51,9.55
6562.83,28.62,115.41,141.23,36.89,640.73,7.43
6563.84,30.2,113.84,145.5,48.36,726.73,8.3
6564.85,30.43,113.61,132.5,40.9,724.14,8.98
6565.86,30.06,113.98,135.78,39.02,722.2,9.5
6566.87,29.92,114.12,131.7,40.9,723.28,9.49
6567.88,25.89,118.15,130.55,40.05,727.37,6.73
6568.89,26.17,117.87,131.01,38.59,725.22,8.86
6569.9,25.84,118.2,130.29,41.28,727.37,8.71
6570.91,26.35,117.69,138.1,40.65,729.74,9.14
6571.92,25.61,118.43,134.75,38.71,731.82,9.57
6572.93,25.29,118.75,125.52,40.78,728.81,9.15
6573.95,35.76,108.27,137.38,42.11,726.44,18.66
6574.96,17.08,126.96,133.37,40.27,728.59,3.67
6575.98,26.31,117.73,129.18,40.19,440,13.55
6576.99,26.58,117.45,135.05,43.82,1549.14,7.49
6578,26.49,117.55,135.85,41.85,612.51,9.06
6579.01,34.37,109.67,133.37,42.97,633.18,14.04
6580.02,35.49,108.55,129.07,42.62,735.27,13.61
6581.03,35.35,108.69,127.62,41.04,616.17,12.19
6582.04,35.07,108.97,130.4,41.5,590.76,11.6
6583.07,35.76,108.27,129.71,40.1,588.82,10.36
6584.08,34.79,109.25,127.73,41.79,727.73,10.48
6585.09,34.23,109.8,122.93,40.93,727.94,12.63
6586.1,35.23,109.57,145.54,41.62,724.14,10.29
6587.11,36.02,108.78,139.89,40.9,721.12,11.39
6588.12,34.69,109.11,141.72,40.02,721.98,10.36
6589.13,35.43,108.37,141.61,40.97,720.04,11.58
6590.15,35.25,108.55,145.95,41.39,711.58,12.38
6591.16,36.08,107.72,139.78,42.15,699.52,12.74
6592.17,35.76,108.04,141.3,41.57,703.39,10.98
6593.17,35.34,108.46,142.75,39.17,701.02,12.54
6594.19,35.76,108.04,140.27,39.02,705.12,13.22
6595.2,35.2,108.6,138.63,37.03,704.25,11.96
6596.21,35.43,108.37,142.49,37.86,704.68,12.16
6597.22,35.71,108.09,148.36,37.97,707.05,12.2
6598.23,35.15,108.65,141.19,38.4,709.42,12.28
6599.23,34.64,109.16,141.99,41.06,702.53,11.68
6600.24,35.39,108.41,141.61,40.59,700.81,14.26
6601.25,35.06,108.74,138.71,41.41,699.3,13.51
6602.26,35.48,108.32,145.27,38.75,701.02,13.66
6603.27,34.78,109.02,141.27,38.99,701.24,12.7
6604.28,35.11,108.69,134.97,40.48,699.09,14.49
6605.29,35.15,108.65,142.49,39.26,699.09,13.87
6606.3,35.53,108.27,137.11,41.51,698.01,12.67
6607.31,35.57,108.23,138.02,39.86,696.5,15.53
6608.32,35.2,108.6,142.94,37.82,699.52,11.11
6609.33,35.43,108.37,135.28,32.45,698.65,13.92
6610.34,35.25,108.55,139.47,40.31,700.81,11.85
6611.35,35.2,108.6,136.8,39.57,701.02,13.36
6612.36,34.23,109.57,145.12,37.13,701.89,11.43
6613.37,34.78,109.02,138.33,38.65,700.81,12.27
6614.38,34.88,108.92,149.54,37.06,701.45,11.32
6615.39,35.11,108.69,140.43,35.8,698.22,11.09
6616.4,35.15,108.65,149.31,32.3,697.15,12.11
6617.4,34.9,108.09,144.24,39.22,690.26,11.04
6618.41,36.47,106.51,198.87,25.23,696.72,13.16
6619.43,35.31,107.67,151.18,38.38,687.89,28.33
6620.44,34.99,108,132.31,42.01,699.3,14.14
6621.45,35.78,107.21,150.26,42.85,698.44,13.88
6622.46,36.33,106.65,138.29,42.27,695.42,14.48
6623.47,35.82,107.16,148.2,38.14,691.55,19.17
6624.48,35.68,107.3,145.5,40.87,694.35,16.84
6625.49,35.59,107.39,141.42,42.46,698.01,16.01
6626.5,35.55,107.44,139.74,42.24,696.93,13.43
6627.51,35.17,107.81,135.55,38.64,695.64,15.08
6628.52,35.87,107.12,141.53,39.28,693.7,13.07
6629.53,35.22,107.76,143.71,36.39,699.3,13.58
6630.54,35.78,107.21,149.04,38.26,695.64,11.89
6631.55,35.59,107.39,150.87,38.81,695.64,16.16
6632.56,35.04,107.95,149.42,39.6,696.07,12.75
6633.57,35.04,107.95,154.72,39.03,694.56,14.71
6634.58,33.78,109.2,162.77,44.4,693.92,14.81
6635.59,34.94,108.04,148.74,42.58,693.49,18.75
6636.6,34.8,108.18,153.54,41.39,692.19,21.06
6637.61,34.15,108.83,149.04,38.75,694.78,20.18
6638.62,35.96,107.02,142.14,43.05,694.35,19.87
6639.63,35.96,107.02,146.49,42.58,693.27,15.47
6640.64,36.1,106.88,138.14,42.56,695.42,13.41
6641.65,36.29,106.7,144.96,42.08,695.86,13.41
6642.66,35.41,107.58,135.43,41.24,696.07,13.02
6643.67,35.59,107.39,136.16,40.93,693.92,11.36
6644.68,36.15,106.84,136.12,39.51,696.07,9.55
6645.69,35.13,107.86,138.98,37.79,695.42,12.11
6646.7,36.33,106.65,140.88,35.26,693.92,13.69
6647.71,34.85,108.14,149.08,36.27,692.84,15.66
6648.72,33.95,110.04,150.76,37.51,694.78,16.67
6649.73,35.15,108.83,168.18,39.89,695.21,15.87
6650.74,35.39,108.6,153.54,40.2,698.22,12.28
6651.75,35.53,108.46,157.81,40.89,697.58,11.28
6652.76,35.66,108.32,161.43,40.86,701.02,13.59
6653.77,35.66,108.32,151.67,43,699.09,9.93
6654.78,35.29,108.69,147.1,41.95,699.09,9.73
6655.79,35.15,108.83,152.82,38.03,698.44,9.58
6656.8,35.15,108.83,147.98,36.95,696.5,12.7
6657.81,35.9,108.09,153.47,40.3,696.93,15.2
6658.81,35.2,108.78,147.02,38.82,697.79,11.84
6659.82,35.2,108.78,143.13,38.35,696.93,12.88
6660.83,34.74,109.25,141.99,40.19,698.65,10.18
6661.84,35.2,108.78,146.18,39.51,696.29,11.96
6662.85,34.69,109.29,141.3,41.06,696.29,11.35
6663.86,36.04,107.95,156.02,39.76,695.86,13.61
6664.87,34.13,109.85,145.88,42.29,698.22,11.31
6665.88,35.43,108.55,159.41,36.02,694.99,13.82
6666.89,34.78,109.2,168.14,45.01,696.29,14.05
6667.9,33.58,110.41,145.99,40.78,699.52,13.46
6668.91,32.74,111.24,148.59,43,696.93,16.01
6669.92,33.67,110.31,150.91,42.49,698.01,13.61
6670.93,34.32,109.67,153.31,40.36,698.44,14.03
6671.94,30.01,113.98,181.22,46.36,701.45,8.88
6672.95,31.07,112.91,174.93,41.57,698.22,14.75
6673.96,32.17,121.81,181.49,46.74,705.98,16.85
6674.97,31.86,112.12,185.11,44.99,699.73,11.14
6675.98,32.19,111.8,168.45,44.31,700.16,14.48
6676.99,35.11,108.88,170.24,43.26,698.44,11.15
6678,33.62,110.36,168.11,46.1,699.95,13.76
6679.01,34.69,109.29,170.13,43.58,698.44,10.86
6680.02,33.9,110.08,164.71,45.24,696.29,11.59
6681.03,35.79,113.33,176,43.6,683.36,12.65
6682.04,35.05,114.07,174.85,43.38,686.59,8.76
6683.05,34.58,114.53,177.83,43.78,691.12,9.92
6684.06,34.68,114.44,184.31,43.87,691.33,9.08
6685.07,34.86,114.25,180.72,43.29,691.33,7.85
6686.08,35.33,113.79,177.14,44.31,688.1,9.93
6687.09,36.62,112.49,182.33,46.15,689.65,10.63
6688.1,35.7,113.42,185.87,43.76,694.61,9.87
6689.11,33.33,115.78,183.62,48.4,689.22,9.34
6690.12,34.54,114.58,174.89,44.87,687.5,9.86
6691.13,34.12,115,171.5,43.87,689.87,8.28
6692.14,34.86,114.25,174.24,44.42,693.75,9.66
6693.15,34.35,114.76,171.57,44.61,701.29,9.5
6694.16,35.09,114.02,168.33,45.24,701.29,9.08
6695.17,34.21,114.9,173.82,45.34,700.21,9.04
6696.18,35.93,113.19,171.27,45.8,697.63,10.69
6697.19,35.6,113.51,170.89,44.6,693.53,9.44
6698.2,35.14,113.98,171.42,44.77,692.45,11.53
6699.21,35.05,114.07,161.85,44.4,691.38,10.54
6700.21,35.28,113.84,168.75,44.49,703.66,9.14
6701.22,35.56,113.56,169.82,43.46,704.52,9.55
6702.23,35.74,113.37,173.44,44.37,702.8,8.62
6703.24,35.33,113.79,180.65,45.71,703.66,8.99
6704.25,35.33,113.79,169.33,47.69,705.82,9.54
6705.26,35.37,113.74,174.47,46.62,703.23,8.8
6706.27,35.42,113.7,173.86,46.17,703.02,8.06
6707.28,36.3,112.82,168.03,46.45,704.52,9.54
6708.29,36.16,112.96,177.14,44.77,699.35,12.27
6709.3,34.72,114.39,181.75,47.26,701.51,20.57
6710.31,35.37,113.74,196.78,46.71,699.35,27.58
6711.36,31.94,117.18,214.27,42.97,706.25,16.81
6712.4,21.84,127.28,186.67,45.47,710.99,21.95
6713.41,33.15,115.97,180.08,47.29,696.12,16.56
6714.42,35.05,114.07,173.14,46.56,700.65,11.51
6715.43,34.17,114.95,174.7,47.43,702.15,9.54
6716.44,34.31,114.81,177.26,44.34,699.14,8.77
6717.45,33.15,115.97,170.47,48.1,702.37,9.41
6718.46,35.47,113.65,167.91,44.72,698.49,11.44
6719.47,35.09,114.02,173.4,47.02,702.8,11.53
6720.48,35.09,114.02,182.52,46.24,715.73,8.27
6721.48,33.15,115.97,164.79,49.13,700.81,17.13
