Depth (ft),Weight on bit (k-lbs),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),ROP (ft/hr)
6722.49,34.96,114.16,164.18,44.8,699.3,14.65
6723.5,34.77,114.35,167.23,48.54,697.58,10.17
6724.51,34.54,114.58,161.78,44.83,698.87,8.56
6725.52,34.96,114.16,159.76,49.15,693.06,7.73
6726.53,35.23,113.88,159.37,43.15,693.92,9.34
6727.54,34.72,114.39,157.51,42.91,999.91,9.34
6728.55,34.68,114.44,158.31,41.01,691.55,10.56
6729.56,34.68,114.44,163.34,41.97,694.13,8.22
6730.57,36.21,112.91,167.34,45.68,694.78,9.77
6731.58,35.23,113.88,175.54,44.55,694.13,9.01
6732.59,35.51,113.61,168.91,47.72,696.07,10.01
6733.6,35.09,114.02,171.84,47.09,696.93,8.67
6734.61,35.79,113.33,163.8,46.12,695.64,10.42
6735.62,35.47,113.65,170.13,44.81,702.75,9.06
6736.63,35.14,113.98,168.03,43.54,698.87,8.61
6737.63,36.16,112.96,167.53,44.89,695.21,10.35
6738.64,35.14,113.98,174.36,43.63,695.21,8.83
6739.65,35.56,113.56,180.19,45.24,698.22,10.01
6740.66,35.05,114.07,172.26,46.1,694.56,7.69
6741.67,34.12,115,163.23,42.62,700.38,7.45
6742.68,35.28,113.84,165.47,45.16,701.45,7.57
6743.69,35.23,113.88,163.57,43.66,701.89,7.1
6744.7,34.72,114.39,162.58,44.72,702.32,7.81
6745.7,34.68,114.44,179.92,46.88,694.18,8.43
6746.71,35,114.12,171.27,46.55,690.95,7.22
6747.72,34.72,114.39,169.06,47.15,688.82,7.25
6748.73,35,114.12,176.34,46.68,695.5,7.05
6749.74,36.44,112.68,171.19,46.47,695.93,8.09
6750.75,35.88,113.23,170.96,46.87,692.7,5.95
6751.76,36.81,112.31,166.28,46.2,692.48,7.6
6752.77,35.56,113.56,172.45,42.68,698.3,6.46
6753.78,35.51,113.61,164.64,45.92,696.36,8.45
6754.79,36.76,112.35,168.03,47.03,698.73,7.92
6755.8,36.11,113,168.56,45.83,696.79,7.33
6756.81,35.93,113.19,158.54,47.03,696.36,6.69
6757.81,35.79,113.33,158.15,42.55,698.08,7.45
6758.82,36.81,112.31,159.18,43.34,698.73,8.24
6759.83,36.86,112.26,165.7,40.77,696.14,8.26
6760.84,37.27,111.84,167.42,44.34,697.87,11.39
6761.85,37.37,111.75,160.56,43.67,697,10.14
6762.86,36.35,112.77,163.07,43.19,697.87,10.81
6763.87,37.6,111.52,162.27,44.43,699.37,10.47
6764.88,37.18,111.94,157.35,45.06,698.08,12.41
6765.89,36.72,112.4,168.75,43.79,700.23,10.59
6766.9,37.09,112.03,153.31,43.54,701.1,11.39
6767.91,36.81,112.31,144.2,41.79,700.02,12.44
6768.92,36.62,112.49,161.28,45.24,700.23,11.39
6769.93,37,112.12,163.07,46.82,700.45,13.02
6770.94,35.98,113.14,153.39,37.32,700.02,11.36
6771.95,36.16,112.96,162.27,38.58,699.59,10.62
6772.96,36.11,113,154,41.13,696.36,11.08
6773.96,36.81,112.31,156.82,43.9,693.78,10.47
6774.97,36.62,112.49,159.53,44.16,697.44,9.98
6775.98,35.78,110.27,149.35,36.08,690.5,11.54
6776.99,35.04,111.01,152.82,38.7,694.37,8.91
6778,36.02,110.04,151.33,42.46,691.15,10.42
6779.01,34.67,111.38,144.39,41.16,693.08,9.15
6780.02,35.18,110.87,154.23,45.56,692.22,9.6
6781.03,34.67,111.38,143.21,41.76,702.55,8.1
6782.04,35.41,110.64,145.08,42.88,712.87,9.44
6783.05,34.9,111.15,147.82,47.96,700.61,8.48
6784.06,35.83,110.22,156.59,42.71,695.66,9.22
6785.07,34.9,111.15,152.13,40.6,707.93,7.87
6786.08,33.98,112.08,147.17,37.59,698.68,9.54
6787.09,36.06,109.99,138.67,43.54,694.37,9.3
6788.09,35.41,110.64,152.82,38.61,695.45,8.93
6789.1,34.72,111.33,152.05,38.59,690.93,9.46
6790.11,35.83,110.22,150.49,44.37,696.53,8.96
6791.12,36.15,109.9,155.41,38.61,700.18,8.78
6792.13,34.95,111.1,148.55,43.28,700.4,8.26
6793.14,34.39,111.66,154.61,38.03,699.54,9.41
6794.15,35.04,111.01,152.25,41.41,701.9,8.09
6795.16,35.18,110.87,149.16,41.5,694.8,9.37
6796.17,36.11,109.94,145.04,42.01,699.75,7.88
6797.18,34.81,111.24,142.98,44.61,697.39,9.44
6798.19,35.97,110.08,148.36,41.47,698.46,9.07
6800,34.72,111.33,154.27,35,682.97,7.92
6800.23,6.35,133.45,198.34,47,281.52,12.54
6801.25,10.06,129.74,197.39,60.72,281.09,2.28
6802.25,12.19,127.61,198.03,65.29,280.87,3.15
6803.26,13.21,126.59,209.36,70.12,280.87,1.26
6804.27,12.84,126.96,183.43,71.53,280.66,1.33
6805.28,11.82,127.98,169.63,70.66,280.87,0.91
6806.29,13.03,126.77,168.94,74.28,281.09,1.18
6807.3,12.56,127.24,271.54,83.37,281.52,1.53
6808.31,12.7,127.1,251.83,79.6,289.27,2.03
6809.33,21,118.8,246.41,83.82,281.73,2.62
6810.34,13.49,126.31,253.01,81.69,282.81,1.29
6811.35,12.29,127.51,243.9,79,291.85,1
6812.36,14.09,125.71,273.71,91.04,296.59,1.8
6813.39,16.04,134.7,133.64,37.12,708.48,1
6814.4,21,129.74,129.71,37.22,704.18,9.74
6815.41,22.53,128.21,128.95,34.26,692.99,9.45
6816.42,24.06,126.68,129.52,33.94,698.15,11.88
6817.43,23.41,127.33,129.98,34.62,690.62,12.94
6818.44,23.5,127.24,123.46,37.06,700.09,12.66
6819.45,23.41,127.33,129.98,33.5,697.29,13.72
6820.46,23.13,127.61,130.29,34.38,689.55,14.89
6821.47,23.74,127,129.68,33.8,689.98,13.82
6822.48,23.69,127.05,133.11,36.39,694.5,11.99
6823.59,31.29,119.45,68.18,0,638.99,18.47
6824.65,29.67,121.07,27.77,0,661.15,10.12
6825.66,33.29,117.45,29.18,0,669.75,11.47
6826.67,36.16,114.58,28.99,0,693.42,10.56
6827.68,37.78,112.96,29.1,0,694.28,13.3
6828.69,31.01,119.73,29.67,0,695.79,6.5
6829.7,32.13,118.61,30.13,0,705.9,9.59
6830.71,28.51,122.23,30.59,0,707.62,7.83
6831.72,31.34,119.4,30.78,0,702.46,9.99
6832.74,24.39,126.35,123.65,40.14,635.12,15.38
6833.75,25.13,125.61,119.69,36.71,631.46,13.31
6834.76,25.54,125.2,111.15,37.13,642.01,16.53
6835.77,24.76,125.98,116.37,37.38,629.3,14.38
6836.78,24.43,126.31,119.72,36.54,637.27,15.02
6837.79,24.34,126.4,114.16,36.14,622.84,15.73
6838.8,26.8,123.94,117.44,35.54,633.18,16.08
6839.81,25.13,125.61,124.91,40.51,607.77,16.59
6840.82,24.48,126.26,130.06,42.03,606.48,20.78
6841.83,26.84,123.9,131.24,40.4,603.25,13.87
6842.84,25.13,125.61,126.43,39.75,605.83,15.08
6843.85,26.61,124.13,126.55,39.78,622.84,14.49
6844.85,27.17,123.57,128.42,40.95,621.55,15.46
6845.86,26.66,124.08,125.21,41.44,625,14.42
6846.87,23.64,127.1,133.83,39.82,612.51,14.55
6847.88,25.78,124.96,131.12,40.59,625.64,16.2
6848.89,25.45,125.29,127.5,40.33,614.66,13.3
6849.9,24.43,126.31,133.11,41.03,625,15.47
6850.91,25.03,125.71,133.26,39.47,621.98,14.65
6851.92,26.29,124.45,128.3,36.69,616.17,15.27
6852.93,24.71,126.03,135.36,35.2,613.58,13.12
6853.94,24.76,125.98,132.69,37.04,618.97,16.98
6854.95,25.03,125.71,130.93,39.49,606.69,14.31
6855.96,26.1,124.64,132.73,37.1,613.37,16.16
6856.97,24.94,125.8,127.27,38,611.86,15.59
6857.98,24.39,126.35,130.17,37.79,611.86,13.98
6858.99,26.15,124.59,132,36.78,610.35,14.71
6860,26.24,124.5,133.22,36.87,613.58,15.47
6861.01,26.33,124.41,133.68,35.08,611.86,14.04
6862.02,25.78,124.96,136.73,34.72,875.42,9.27
6863.03,25.5,125.24,132.65,37.62,616.17,12.71
6864.04,26.1,124.64,130.02,37.16,606.26,10.01
6865.04,25.36,125.38,130.82,38.09,606.26,11.58
6866.06,26.15,124.59,133.53,35.64,603.03,15.35
6867.07,26.8,123.94,131.54,37.45,610.79,13.52
6868.08,26.43,124.31,135.78,36.86,613.58,14.54
6869.08,25.82,124.92,137.53,35.55,611.86,13.57
6870.09,32.54,118.2,56.97,0,605.62,9.98
6871.1,32.92,117.82,57.58,0,601.31,8.93
6872.11,37.18,113.56,59.18,0,596.57,14.59
6873.12,39.82,110.92,57.7,0,582.36,14.9
6874.13,39.64,111.1,56.74,0,602.39,14.03
6875.14,40.89,109.85,59.11,0,603.46,13.92
6876.15,39.27,111.47,61.39,0,586.89,12.64
6877.16,30.13,120.61,62.73,0,599.16,11.76
6878.17,36.07,114.67,62.19,0,604.97,19.61
6879.21,43.9,106.84,61.66,0,597.87,23.71
6880.22,22.3,128.44,136,36.3,620.69,15.28
6881.23,22.9,127.84,135.97,34.7,626.5,12.57
6882.24,23.13,127.61,135.58,33.01,615.09,14.46
6883.25,23.41,127.33,138.6,32.08,612.51,11.95
6884.26,22.67,128.07,140.96,31.54,611.86,11.18
6885.26,24.39,126.35,143.06,35.16,608.42,14.59
6886.27,22.67,128.07,139.59,35.37,614.02,12.75
6887.28,22.11,128.63,141.38,35.9,606.05,12.04
6888.29,21.28,129.46,136.92,35.08,606.48,11.01
6889.3,23.18,127.56,133.11,36.84,598.94,14.36
6890.31,21.88,128.86,137.83,35.78,601.1,10.81
6891.32,22.11,128.63,138.52,35.87,603.46,13.27
6892.33,22.48,128.26,140.05,35.49,601.96,13.41
6893.34,21.88,128.86,136.54,36.19,614.45,12.88
6894.35,22.81,127.93,134.33,37.54,605.83,12.32
6895.36,21.28,129.46,138.75,35.45,615.52,12.49
6896.37,21.65,129.09,142.18,34.34,608.85,16.9
6897.38,22.53,128.21,141.38,34.7,608.85,13.71
6898.39,21.19,129.55,138.67,35.84,603.46,14.25
6899.4,21.7,129.04,141.84,34.02,606.05,10.98
6900.41,21,129.74,140.35,35.35,605.19,11.53
6902.7,20.03,130.71,137.72,34.34,606.69,10
6903.79,36.95,113.79,73.94,0,568.64,14.97
6904.8,33.8,116.94,85.15,0,562.83,10.6
6905.81,27.21,123.53,87.66,0,560.03,6.35
6906.82,36.62,114.12,90.22,0,556.16,17.14
6907.83,34.91,115.83,83.32,0,552.07,8.88
6908.84,34.86,115.88,86.97,0,549.92,10.7
6909.85,34.35,116.39,85.41,0,552.72,11.05
6910.86,35.19,115.55,90.33,0,543.03,11.02
6911.87,39.59,111.15,90.75,0,554.65,14.72
6912.88,35.05,115.69,88.84,0,573.58,9.04
6913.89,37.92,112.82,89.99,0,566.7,12.13
6914.9,21.84,128.9,141.76,39.19,593.81,13.61
6915.91,21.65,129.09,141.15,37.38,600.05,9.95
6916.92,23.74,127,143.82,35.7,608.44,12.79
6917.93,23.69,127.05,145.61,35.26,603.27,10.68
6918.94,24.94,125.8,148.13,34.2,592.3,11.69
6919.95,23.41,127.33,141.07,33.76,594.67,11.29
6920.96,23.83,126.91,140.58,34.49,597.47,12.23
6921.97,22.25,128.49,143.32,34.75,601.77,12.03
6922.98,22.81,127.93,141.46,35.52,606.29,10.88
6923.99,22.62,128.12,140.24,35.7,606.72,11.18
6925,22.67,128.07,144.89,34.3,611.88,10.04
6926.01,23.23,127.51,142.87,35.26,600.91,13.26
6927.02,21.65,129.09,145.99,34.59,608.65,11.99
6928.03,22.95,127.79,142.83,35.45,611.02,11.65
6929.04,23.5,127.24,142.94,34.88,607.58,12.11
6930.04,22.25,128.49,141.53,36.01,601.12,12.7
6931.05,24.01,126.73,142.83,35.13,601.77,12.67
6932.06,22.07,128.67,141.88,33.62,598.54,10.12
6933.07,22.02,128.72,137.15,34.09,602.2,12.44
6934.08,21.23,129.51,140.12,32.74,604.13,10.29
6935.09,21.51,129.23,139.89,33.53,605.21,12.24
6936.1,23.23,127.51,136.04,47.06,612.1,9.36
6937.11,24.43,126.31,130.9,37.95,612.96,12.76
6938.12,24.85,125.89,134.59,38.53,611.45,12.15
6939.13,24.48,126.26,133.68,35.14,612.31,10.72
6940.14,26.1,124.64,132.65,35.52,609.73,13.87
6941.15,26.05,124.69,134.52,34.88,608.44,12.36
6942.18,31.52,119.22,58.08,0,602.41,18.65
6943.2,42.51,108.23,61.62,0,601.12,26.27
6944.25,35.37,115.37,58.76,0,598.97,6.58
6945.26,27.86,122.88,59.3,0,602.41,10.56
6946.27,30.5,120.24,67.11,0,598.97,12.03
6947.3,38.53,112.21,70.16,0,600.69,22.78
6948.31,30.74,120,69.82,0,601.34,7.54
6949.34,35.14,115.6,63.45,0,594.88,17.92
6950.35,36.11,114.63,62.65,0,591.23,12.42
6951.39,31.25,119.49,58.53,0,589.07,9.58
6952.4,42.84,107.9,57.28,0,589.51,29.43
6953.41,24.71,126.03,141.72,36.86,617.26,25.55
6954.42,23.97,126.77,135.97,34.38,620.49,14.21
6955.43,24.52,126.22,134.25,37.86,615.75,15.46
6956.44,25.92,124.82,136.12,37.44,543.25,16.9
6957.45,24.52,126.22,137.41,37.38,617.9,19.03
6958.46,18.31,132.43,132.15,35.6,622.2,14.91
6959.47,22.48,128.26,131.51,37.95,604.54,20.62
6960.49,22.62,128.12,129.48,34.14,625.43,22.37
6961.5,24.39,126.35,127.46,37.7,625.64,15.02
6962.51,22.72,128.02,128.15,36.13,622.63,11.65
6963.52,21.7,129.04,129.14,27.31,621.98,11
6964.54,25.13,125.61,122.39,38.52,626.5,17.59
6965.54,25.54,125.2,128.19,35.11,628.23,14.36
6966.55,24.9,125.84,133.64,34.87,617.89,12.36
6966.55,24.9,125.84,133.64,34.87,617.89,12.36
6967.57,26.1,119.91,121.02,36.07,616.81,15.73
6968.58,26.24,119.77,126.32,34.2,622.63,13.35
6969.59,25.17,120.84,123.96,35.73,611,15.47
6970.6,25.03,120.98,124.11,34.58,613.58,13.57
6971.61,25.45,120.56,126.21,36.74,609.71,13.67
6972.62,25.82,120.19,127.5,37.13,612.08,16.14
6973.63,24.52,121.49,127.27,34.88,619.18,13.46
6974.64,25.08,120.93,126.24,35.02,622.84,10.98
6975.65,25.27,120.75,124.57,34.52,608.63,12.06
6976.66,26.24,119.77,126.05,37.51,623.7,13.66
6977.67,25.68,120.33,122.05,37.57,614.23,13.76
6978.68,26.33,119.68,119.69,36.39,617.89,14.89
6979.69,26.61,119.4,120.53,35.16,603.9,13.71
6980.7,26.1,119.91,123.42,35.92,610.79,13.51
6981.7,24.71,121.3,118.66,36.24,622.84,13.21
6982.71,25.45,120.56,120.53,35.8,617.24,17.64
6983.72,25.36,120.65,123.73,31.69,616.17,14.66
6984.73,26.1,119.91,123.61,35.63,608.2,19.76
6985.74,27.45,118.57,117.02,38.06,603.03,15.33
6986.75,25.17,120.84,125.37,34.69,608.85,16.01
6987.76,25.64,120.37,122.77,34.99,602.82,20.31
6988.77,25.87,120.14,124.38,35.81,613.37,16.25
6989.78,24.62,121.39,120.83,36.21,606.48,14.49
6990.79,25.36,120.65,124.03,35.25,612.29,13.81
6991.8,26.66,119.35,118.5,37.71,612.29,17.08
6992.81,24.71,121.3,123.54,36.46,611.22,12.66
6993.82,25.68,120.33,120.22,35.63,614.88,13.88
6994.83,24.71,121.3,125.1,35.57,617.03,12.57
6995.84,26.19,119.82,119.42,35.34,614.45,11.53
6996.85,24.99,121.02,118.12,36.22,612.72,13.61
6997.86,26.1,119.91,125.82,34.24,602.17,14.72
6999.88,25.13,118.57,122.51,37.24,608.42,19.06
7000.89,24.25,119.45,127.88,35.13,621.98,14.53
7001.9,24.25,119.45,123.8,35.86,622.41,16.99
7002.91,25.13,118.57,128.61,35.72,611.86,14.65
7003.92,24.76,118.94,123.88,35.86,603.46,15.94
7004.93,24.62,119.08,122.81,37.33,616.6,16.29
7005.94,25.04,118.66,119.53,35.67,618.54,14.96
7006.95,24.9,118.8,119.46,36.97,609.49,15.27
7007.96,23.97,119.73,121.55,34.15,597.87,15.14
7008.97,24.25,119.45,123.61,36.07,598.73,16.52
7009.98,25.13,118.57,119.11,36.78,617.89,15.93
7010.98,24.2,119.49,123.04,36.16,601.1,15.87
7011.99,25.18,118.52,118.43,36.65,604.54,15.53
7013,24.57,119.12,122.28,36.11,618.54,15.47
7014.01,24.76,118.94,125.6,35.19,620.26,13.41
7015.02,24.62,119.08,125.1,35.84,610.14,17.22
7016.03,23.69,120,126.09,35.37,623.92,13.87
7017.04,25.04,118.66,125.14,35.51,619.61,16.84
7018.05,24.02,119.68,126.02,35.93,619.61,15.74
7018.05,24.02,119.68,126.02,35.93,619.61,15.74
7019.06,24.94,118.75,123.58,36.01,615.31,15.25
7020.07,25.73,117.96,123.84,36.97,613.58,17.72
7021.08,24.94,118.75,128.46,35.58,611,15.33
7022.09,25.82,117.87,123.5,37.06,615.74,16.52
7023.1,25.13,118.57,124.83,34.79,614.45,14.04
7024.11,25.18,118.52,125.18,36.46,610.57,17.23
7025.12,23.65,120.05,124.83,35.64,616.38,13.21
7026.13,25.59,118.1,123.31,36.1,614.45,16.22
7027.14,24.43,119.26,120.56,31.64,607.13,16.22
7028.15,25.41,118.29,125.21,35.25,621.55,14.53
7029.16,24.67,119.03,124.76,36.25,622.41,15.59
7030.17,25.73,117.96,121.06,33,621.77,14.14
7031.17,26.15,127.98,127.54,34.03,614.89,10.04
7032.18,24.48,129.65,130.67,34.35,602.2,10.18
7033.19,25.08,129.04,130.97,36.86,611.67,10.01
7034.2,25.5,128.63,128.15,36.59,606.29,14.43
7035.21,23.88,130.25,128.15,35.08,610.37,10.57
7036.22,25.68,128.44,129.18,36.54,607.58,11.22
7037.23,25.45,128.67,127.2,35.17,610.59,7.17
7038.93,26.45,112.68,131.43,35.96,619.63,16.64
7039.94,25.45,128.67,138.94,36.84,623.07,17.01
7040.95,26.75,127.37,130.59,34.73,630.17,10.66
7041.96,26.84,127.28,132.69,36.39,623.07,9.25
7042.97,25.54,128.58,129.33,34.7,617.04,9.32
7043.98,26.05,128.07,132.08,34.15,620.06,9.39
7044.99,27.12,127,129.75,34.67,616.18,10.53
7046,25.78,128.35,133.83,35.92,613.6,9.59
7047.03,25.59,128.53,128.91,34.52,603.7,11.47
7048.04,26.75,127.37,134.78,36.04,614.46,10.39
7049.05,25.92,128.21,127.04,36.98,612.1,11.65
7050.06,24.52,129.6,131.16,37.06,616.83,11.01
7051.07,26.89,127.24,133.14,36.94,608.22,10.45
7052.08,25.03,129.09,128.84,35.75,612.31,8.95
7053.09,25.13,129,130.55,36.31,611.88,11.08
7054.1,24.8,129.32,131.47,35.83,603.27,10.69
7055.11,25.36,128.77,135.78,36.22,607.15,9.28
7056.12,25.59,128.53,127.01,36.77,606.72,11.76
7057.13,25.54,128.58,129.48,35.4,604.35,9.39
7058.14,22.21,131.92,129.64,34.17,608.87,9.08
7059.15,24.71,129.41,128.42,35.11,605.21,12.01
7060.16,25.59,128.53,125.48,34.06,611.23,8.95
7061.17,26.01,128.12,129.48,36.21,613.82,10.23
7062.17,25.64,128.49,130.86,35.46,603.92,10.01
7063.18,22.16,128.53,130.13,34.85,608.44,10.51
7064.19,21.84,128.86,134.75,34.88,603.92,7.8
7065.2,24.57,126.12,131.66,37.1,622.64,11.72
7066.21,24.94,125.75,132.65,35.83,615.32,10.29
7067.22,25.22,125.47,132.42,36.71,607.58,11.58
7068.23,23.69,127,130.44,36.36,618.98,10.92
7069.24,23.92,126.77,131.62,36.94,616.18,10.66
7070.25,23.78,126.91,132.8,36.66,607.79,10.48
7071.26,26.05,124.64,128.11,36.08,613.82,11.81
7072.27,24.8,125.89,132.19,36.87,612.53,11.08
7073.28,25.31,125.38,129.45,35.57,611.02,10.18
7074.29,24.52,126.17,128.19,35.76,605,12.2
7075.3,24.29,126.4,124.99,36.86,602.63,10.25
7076.31,25.59,125.1,131.35,35.17,608.65,11.13
7077.32,24.48,126.22,137.11,34.67,603.7,9.98
7078.33,20.58,130.11,138.52,32.66,597.47,9.11
7079.34,24.71,125.98,135.7,34.72,601.12,12.19
7080.35,24.01,126.68,137.38,35.8,602.63,11.22
7081.36,25.13,125.57,137.19,35.46,605,11.35
7082.37,26.33,124.36,138.52,36.34,604.13,11.5
7083.38,26.56,124.13,137.34,34.53,602.84,10.3
7084.39,26.52,124.18,139.02,34.64,602.2,9.52
7085.4,25.22,125.47,132.88,35.38,606.07,11.76
7086.41,25.82,124.87,128.95,35.19,609.94,10.36
7087.42,26.29,124.41,131.58,36.19,616.18,11.56
7088.43,26.15,124.55,130.25,36.39,608.01,11.17
7089.45,26.15,124.55,124.11,35.46,604.57,12.3
7090.46,25.41,125.29,129.45,35.16,602.2,11.7
7091.47,27.21,123.48,133.11,33.88,603.49,10.77
7092.5,26.84,123.85,128.34,35.08,599.19,13.97
7093.52,25.68,125.01,134.59,34.55,608.87,10.29
7094.53,21.46,129.23,135.93,37.13,614.66,15.81
7095.54,21.42,129.28,142.18,38.27,600.67,9.44
7096.54,22.81,127.88,138.33,35.66,602.82,12.19
7097.55,23.13,127.56,143.74,35.63,613.15,9.34
7098.56,23.27,127.42,146.22,35.55,602.6,9.32
7099.57,23.27,127.42,147.06,36.87,608.42,9.54
7100.58,22.25,128.44,148.97,36.39,613.15,10.24
7101.59,22.58,128.12,148.01,36.68,603.68,8.26
7102.6,22.21,128.49,151.22,36.84,604.54,8.63
7103.61,22.62,128.07,149.5,36.68,605.62,8.55
7104.62,22.16,128.53,151.44,35.02,605.83,12.04
7105.63,23.27,127.42,153.35,33.96,612.08,9.67
7106.64,23.27,127.42,150.03,34.67,610.14,12.49
7107.67,24.01,126.68,152.7,33.67,610.14,9.69
7108.68,23.74,126.96,156.25,34.64,605.4,10.6
7109.69,24.76,125.94,157.28,35.28,610.14,8.04
7110.7,25.17,125.52,150.45,35.11,609.71,10.88
7111.71,24.76,125.94,149.35,33.42,604.33,10.32
7112.72,23.32,127.37,137,36.39,597.01,8.8
7113.73,25.36,125.33,129.71,35.61,621.12,9.63
7114.79,25.78,117.92,123.12,39.67,607.77,8.5
7115.82,25.67,121.02,126.51,39.66,615.09,10.13
7116.84,22.99,127.7,133.34,36.39,615.52,6.61
7117.86,25.6,113.1,122.24,40.02,625.21,11.12
7118.88,25.78,124.92,131.81,36.28,641.79,7.23
7119.89,24.94,125.75,129.18,34.64,640.5,7.49
7120.9,23.83,126.86,125.37,29.38,617.03,7.6
7121.9,23.13,127.56,118.54,30.34,611.65,7.88
7122.91,24.9,125.8,121.21,31.55,621.98,9.64
7123.92,23.5,127.19,123.27,33.23,622.63,7.67
7124.93,25.22,125.47,123.38,17.09,613.58,8.28
7125.94,24.8,125.89,147.78,53.59,605.19,7.52
7126.95,25.27,125.43,132.19,37.85,607.34,9.22
7127.96,25.73,124.96,135.97,29.48,596.79,7.31
7128.97,25.31,125.38,138.75,36.31,605.19,7.48
7129.98,24.99,125.71,145.69,33.5,621.12,7.28
7130.99,26.19,124.5,144.89,34.9,616.6,10.27
7132,25.68,125.01,145.92,35.78,618.32,12.2
7133.01,25.82,124.87,142.14,35.87,620.26,11.69
7134.02,25.03,125.66,141.76,35.54,625,11.32
7135.03,26.33,124.36,148.05,33.59,625.64,11.25
7136.04,26.56,124.13,152.51,35.64,623.49,11.88
7137.05,24.62,126.08,148.47,34.52,621.55,10.23
7138.06,25.27,125.43,144.58,36.4,618.32,11.18
7139.07,26.05,124.64,148.93,36.81,618.11,10.69
7140.08,25.27,125.43,155.98,38.09,612.51,11.98
7141.09,24.71,125.98,148.55,35.99,609.06,10.21
7142.1,24.66,126.03,146.98,36.42,612.08,13.71
7143.11,26.05,124.64,144.51,36.22,617.89,10.95
7144.12,25.45,125.24,137.76,36.42,609.28,12.89
7145.13,26.56,124.13,133.03,36.95,631.46,11.28
7146.14,27.12,123.57,126.36,36.68,628.44,10.2
7147.15,26.01,124.69,127.35,38.14,644.81,10.75
7148.16,26.61,124.08,124.11,35.86,635.76,10.45
7149.17,25.64,125.06,127.65,35.95,634.25,12
7150.17,26.01,124.69,132.19,36.97,630.38,10.12
7151.18,26.38,124.31,125.94,37.51,628.01,11.69
7151.18,26.38,124.31,125.94,37.51,628.01,11.69
7152.19,25.82,124.87,140.27,37.09,620.47,10.43
7153.2,25.36,125.33,140.43,39.57,613.58,10.41
7154.21,25.54,125.15,145.04,41.97,625.43,11.68
7155.22,25.03,125.66,141.42,36.77,624.35,11.88
7156.23,26.8,123.9,138.83,37.36,619.18,12.84
7157.24,26.56,124.13,137.38,32.56,627.15,10.94
7158.25,21.93,128.77,137.91,27.26,553.58,10
7159.26,22.21,128.49,138.52,30.34,608.22,8.39
7160.27,21.46,129.23,143.67,27.72,609.51,9.2
7161.28,21.23,129.46,141.72,33.42,611.02,8.83
7162.29,22.35,128.35,137.64,32.83,619.84,9.11
7163.3,21.56,129.14,138.71,35.92,633.18,8.76
7164.31,20.21,130.48,150.49,42.24,638.78,9.73
7165.32,22.11,128.58,143.93,38.65,630.16,10.36
7166.35,22.95,127.75,146.98,39.28,629.95,9.67
7167.36,21.79,128.9,142.94,37.89,632.32,8.89
7168.37,21.6,129.09,144.7,37.19,630.38,9.8
7169.38,21.97,128.72,140.96,36.65,634.04,8.73
7170.39,23.27,127.42,138.29,36.66,631.46,10.12
7171.4,21.23,129.46,137.87,34.72,629.52,8.55
7172.41,21.05,129.65,139.09,34.27,635.98,9.4
7173.42,27.77,122.92,133.03,35.76,631.89,12.92
7174.43,27.12,123.57,139.32,35.78,631.46,12.57
7175.44,28.93,121.76,140.31,34.9,626.93,12.7
7176.45,28.74,121.95,137.83,37.53,630.59,12.49
7177.46,29.99,120.7,136.61,37.51,627.58,14.6
7178.47,29.72,120.98,135.05,36.86,630.38,12.2
7179.48,30.37,120.33,132.5,37.33,633.18,14.66
7180.48,32.31,118.38,128.46,37.79,629.52,13.21
7181.5,29.95,120.75,131.24,36.54,632.1,14.49
7182.51,31.06,119.63,132.61,34.9,629.09,12.2
7183.51,30.32,120.37,133.34,37.79,626.5,13.66
7184.52,30.88,119.82,130.36,35.23,625,12.5
7185.54,31.71,118.98,130.74,35.66,630.38,12.72
7186.54,30.46,120.24,123.8,33.03,622.2,13.72
7187.57,30.78,119.91,131.51,34.3,628.66,11.65
7188.58,30.6,120.1,124.41,35.26,632.53,13.93
7189.59,30.18,120.51,126.17,35.76,636.41,10.99
7190.62,30.92,119.77,123.38,35.63,616.38,12.73
7191.62,33.94,114.86,120.26,35.43,620.47,12.74
7192.63,33.19,115.6,118.12,36.4,622.84,12.2
7193.64,31.11,117.69,115.07,33.77,627.36,11.91
7194.65,31.76,117.04,114.04,31.04,615.09,12.29
7195.66,32.36,116.43,120.33,35.83,624.14,12.41
7196.67,31.57,117.22,116.06,35.73,623.49,13.26
7197.68,30.5,118.29,116.48,35.63,625.21,14.09
7198.69,32.27,116.53,117.48,35.96,624.78,14.32
7200,31.94,116.85,120.68,36.22,612.29,15.53
7201.73,19.38,137.39,144.62,42,614.03,13.14
7202.74,19.29,137.48,135.39,37.79,613.6,13.53
7203.75,24.52,132.24,136.08,42.94,611.23,15.9
7204.76,27.82,128.95,128,36.53,598.76,20.19
7205.77,29.44,127.33,124.8,38.18,595.74,17.46
7206.79,33.01,123.76,126.74,42.15,597.9,18.69
7207.8,30.76,118.01,125.71,37.38,586.49,17.2
